Pclass,Sex,SibSp,Parch,Embarked,Title,FamilySize,IsAlone,AgeGroup,FarePerPerson,FareBand
1,1,1,0,2,3,2,0,4,45.5396,4
3,1,1,0,3,2,2,0,4,12.075,3
1,0,1,0,2,1,2,0,4,27.72085,4
1,1,0,0,1,3,1,1,6,80.0,4
1,0,1,0,1,1,2,0,4,26.55,4
1,1,1,0,1,3,2,0,4,45.0,4
3,0,0,0,1,1,1,1,4,15.1,3
3,0,0,0,1,1,1,1,5,7.65,1
3,0,0,0,2,1,1,1,4,7.8958,1
1,1,1,0,1,3,2,0,4,25.93125,4
3,0,0,0,1,1,1,1,4,7.05,1
3,0,0,0,1,1,1,1,4,7.1417,1
2,1,2,1,1,2,4,0,1,9.75,4
2,1,0,0,1,5,1,1,4,13.0,2
2,0,0,0,1,1,1,1,3,73.5,4
3,1,0,2,1,3,3,0,4,3.7111,2
1,0,0,0,2,5,1,1,5,39.6,4
3,0,5,2,1,1,8,0,3,5.8625,4
2,1,1,0,2,3,2,0,4,12.0,3
3,0,0,0,1,1,1,1,4,9.35,2
1,0,1,1,1,1,3,0,5,17.518066666666666,4
3,0,0,0,1,1,1,1,5,7.25,1
3,0,0,0,1,1,1,1,4,14.5,3
2,0,0,0,1,1,1,1,4,13.0,2
3,0,1,1,1,1,3,0,5,8.049999999999999,3
3,0,0,0,2,1,1,1,4,7.2292,1
2,1,0,0,1,3,1,1,5,16.0,3
3,1,3,1,1,2,5,0,4,5.0933399999999995,3
3,0,0,0,1,1,1,1,4,7.125,1
2,1,0,0,1,3,1,1,5,10.5,2
3,0,1,0,1,1,2,0,4,3.5229,1
3,0,2,0,1,1,3,0,4,2.8874999999999997,2
3,0,0,0,1,1,1,1,4,8.05,2
1,1,1,0,1,3,2,0,5,27.95,4
3,0,0,0,1,1,1,1,4,7.8958,1
3,1,0,0,1,2,1,1,4,12.475,2
1,1,0,0,1,2,1,1,5,80.0,4
3,0,0,0,1,1,1,1,4,7.8958,1
3,1,0,0,1,2,1,1,3,7.4958,1
2,1,1,2,1,2,4,0,4,16.25,4
3,1,1,1,1,2,3,0,1,5.566666666666666,3
3,1,0,0,1,2,1,1,4,7.25,1
3,1,0,0,3,2,1,1,4,7.8792,1
2,0,0,0,1,5,1,1,4,10.5,2
3,0,0,0,1,1,1,1,3,7.7958,1
1,0,0,0,1,1,1,1,5,31.0,3
3,0,0,0,1,1,1,1,4,7.8958,1
2,1,0,2,1,2,3,0,2,8.75,3
3,0,1,0,1,1,2,0,4,3.625,1
1,0,0,0,1,1,1,1,5,26.3875,3
2,0,0,0,1,1,1,1,4,13.0,2
3,0,0,0,1,1,1,1,4,8.05,2
3,1,1,2,1,2,4,0,4,5.8625,3
1,0,1,2,1,1,4,0,5,30.0,4
2,0,2,1,1,1,4,0,4,2.875,2
3,1,0,4,1,3,5,0,4,4.215,3
3,1,1,1,1,2,3,0,1,3.7111,2
3,0,0,0,2,1,1,1,4,7.8958,1
2,0,1,0,1,1,2,0,4,10.5,3
2,0,1,0,1,1,2,0,5,13.0,3
1,0,1,0,1,1,2,0,5,39.425,4
3,0,0,0,1,1,1,1,4,7.8958,1
3,0,0,0,3,1,1,1,4,6.95,1
3,0,0,0,1,1,1,1,4,7.7958,1
3,0,0,0,1,1,1,1,3,9.5,2
2,1,0,1,1,2,2,0,2,16.5,4
3,0,0,0,1,1,1,1,4,8.05,2
1,0,0,0,1,5,1,1,5,0.0,1
2,1,1,1,1,3,3,0,4,8.666666666666666,3
1,1,1,0,2,2,2,0,5,39.13335,4
1,0,0,0,1,1,1,1,5,50.0,4
1,0,0,0,2,5,1,1,5,27.7208,3
2,0,0,0,1,1,1,1,5,13.0,2
3,0,0,0,1,1,1,1,4,7.8542,1
1,1,1,0,1,3,2,0,4,26.55,4
3,0,1,0,1,1,2,0,3,3.2479,1
3,0,0,0,1,1,1,1,3,8.3,2
3,0,4,2,1,4,7,0,2,4.483928571428572,4
3,0,0,0,1,1,1,1,5,7.8958,1
3,1,3,2,1,2,6,0,1,4.6499999999999995,3
3,0,0,0,1,1,1,1,4,7.05,1
2,0,0,0,1,1,1,1,5,26.0,3
3,1,2,2,1,2,5,0,2,6.875,4
1,0,0,0,1,1,1,1,6,30.0,3
1,1,0,0,1,2,1,1,5,153.4625,4
1,1,0,0,2,2,1,1,5,134.5,4
2,1,1,0,1,3,2,0,4,13.0,3
3,0,0,0,1,1,1,1,4,9.0,2
1,1,1,0,1,3,2,0,3,28.5,4
3,1,1,4,1,3,6,0,5,4.6499999999999995,3
3,0,0,0,1,1,1,1,4,7.05,1
1,1,1,0,2,3,2,0,5,39.13335,4
3,0,0,0,1,1,1,1,4,7.05,1
3,0,0,0,2,1,1,1,4,7.2292,1
3,0,2,0,2,1,3,0,4,7.226400000000001,3
1,0,1,0,1,1,2,0,5,45.0,4
3,1,1,0,2,2,2,0,4,7.2271,2
1,0,0,0,1,1,1,1,5,0.0,1
1,1,1,0,2,2,2,0,4,56.6375,4
3,0,0,0,1,1,1,1,4,7.5208,1
3,0,0,0,1,1,1,1,4,7.925,2
1,1,0,0,1,2,1,1,4,151.55,4
3,1,0,0,1,2,1,1,4,7.8542,1
3,1,0,0,2,2,1,1,3,7.225,1
3,0,1,0,1,1,2,0,4,7.925,3
1,1,0,0,1,2,1,1,4,86.5,4
2,1,0,1,1,3,2,0,4,11.5,3
3,1,0,0,3,2,1,1,4,7.75,1
3,0,1,2,1,4,4,0,1,5.14375,3
2,0,0,0,1,1,1,1,4,13.5,2
1,1,0,0,1,2,1,1,4,93.5,4
3,0,0,0,1,1,1,1,4,7.25,1
3,1,2,2,1,2,5,0,4,6.875,4
2,0,0,0,2,1,1,1,5,12.875,2
3,0,0,0,1,1,1,1,5,7.8958,1
2,0,0,2,2,4,3,0,1,12.334733333333332,4
3,0,1,1,3,1,3,0,5,5.166666666666667,3
3,1,0,0,1,2,1,1,4,7.8958,1
2,1,0,0,1,2,1,1,5,13.0,2
3,1,0,0,3,2,1,1,4,7.7333,1
3,0,0,0,1,1,1,1,4,7.8958,1
1,1,0,0,2,2,1,1,4,83.1583,4
2,1,1,2,1,2,4,0,1,6.9375,3
3,0,0,0,1,1,1,1,4,6.4958,1
1,1,1,0,2,2,2,0,4,56.6375,4
3,0,0,0,3,1,1,1,6,7.75,1
3,1,4,2,1,2,7,0,3,1.1321428571428571,2
1,1,0,1,2,2,2,0,3,28.9896,4
3,0,0,0,1,1,1,1,4,8.1583,2
3,0,0,0,1,1,1,1,4,7.25,1
1,1,1,2,1,3,4,0,4,37.8875,4
1,0,1,0,1,1,2,0,5,26.0,4
3,0,0,0,1,1,1,1,4,7.925,2
3,0,0,0,1,1,1,1,4,7.8958,1
2,0,0,0,1,1,1,1,4,0.0,1
1,1,0,1,1,2,2,0,3,105.66875,4
3,0,0,0,1,1,1,1,5,6.975,1
3,0,1,0,1,1,2,0,4,9.98335,3
3,0,1,0,1,1,2,0,4,3.8875,1
1,0,0,0,1,1,1,1,4,5.0,1
2,1,0,0,1,2,1,1,4,13.0,2
2,0,2,0,1,1,3,0,4,24.5,4
1,0,0,0,2,1,1,1,4,30.0,3
3,0,2,0,1,1,3,0,5,2.6416666666666666,2
1,1,0,0,2,2,1,1,5,28.7125,3
1,0,1,0,2,1,2,0,5,53.2125,4
3,1,0,0,3,2,1,1,4,8.1375,2
2,0,1,0,1,1,2,0,4,10.5,3
3,1,0,0,3,2,1,1,4,7.8792,1
1,1,0,0,2,2,1,1,4,512.3292,4
3,1,1,3,1,3,5,0,5,6.875,4
1,0,0,0,1,1,1,1,5,38.5,4
1,0,0,0,1,1,1,1,5,26.55,3
